,Laptop_name,prices,Description
786,Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,18,990",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Warranty
787,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹68,990",AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
788,Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"₹86,133",Intel Core i9 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
789,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (32 GB/512 GB SSD/Windows 11 Pro) Latitude 34...,"₹39,990",Intel Core i3 Processor (12th Gen)32 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
790,DELL Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,"₹57,999",Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
791,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹72,006",Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection
792,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,"₹35,490",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite + 1 Year Accidental Damage Protection
793,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹66,990",Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
794,HP 240R G9 (2025) Intel Core 5 14th Gen 120U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Ligh...,"₹54,990","Intel Core 5 Processor (14th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty"
795,"DELL 14 Plus Backlit Keyboard, Fingerprint reader Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows ...","₹1,11,990",Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
796,Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,990",Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
797,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹59,490",Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
798,HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop,"₹37,899",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1-year warranty
799,Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"₹44,890","Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Warranty"
800,Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Windows 11 Home...,"₹42,990","Intel Core i3 Processor (13th Gen)24 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home3 Years Onsite Warranty"
801,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i7 13th Gen 13620H - (16 GB/512 GB S...,"₹68,190","Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
802,Lenovo IdeaPad Pro 5 Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 Thin and Light...,"₹1,09,990",Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
803,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹86,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
804,Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,19,990",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Domestic Warranty and 1 Year Battery Domestic Warranty
805,ASUS ExpertBook B15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1502CBA-NJ1090WS...,"₹36,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
806,Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,18,990",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Warranty
807,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹68,990",AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
808,Apple MacBook Pro M4 M4 Pro - (24 GB/1 TB SSD/macOS Sequoia) MX2F3HN/A,"₹2,39,900","Apple M4 Pro Processor24 GB Unified Memory RAMMac OS Operating System1 TB SSD35.56 cm (14 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather1 Year Limited Warranty"
809,HP 247 G8 AMD Athlon Dual Core AMD Athlon P3045B - (8 GB/1 TB HDD/Windows 11 Home) 67U77PA Laptop,"₹31,990",AMD Athlon Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System1 TB HDD35.56 cm (14 inch) DisplayWindows1 Year
810,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹51,650","Intel Core 5 Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
811,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Ho...","₹53,989",Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty
812,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,04,990",Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
813,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹82,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection
814,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹42,700","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty"
815,Acer ALG Gaming Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹73,990",Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty
816,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,"₹35,490",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite + 1 Year Accidental Damage Protection
817,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹66,990",Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
818,Acer Aspire 5 Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light L...,"₹54,990","Free upgrade to Windows 11 when availableIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
819,Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom...,"₹72,990",Intel Core i7 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
820,Avita Liber E Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2INF56F-CHF Thin a...,"₹34,999",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.81 cm (14.1 inch) Display1 Year Manufacturing Warranty
821,Lenovo V15 AMD Ryzen 5 Quad Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,"₹47,990",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
822,Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,990",Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
823,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹59,490",Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
824,MSI Vector A18 HX AMD Ryzen 9 16 Core 9955HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA G...,"₹3,39,990",AMD Ryzen 9 16 Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD45.72 cm (18 Inch) Display2 Year On-Site Warranty
825,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,990",Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty
826,Lenovo IdeaPad Pro 5 Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 Thin and Light...,"₹1,09,990",Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
827,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹86,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
828,Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,"₹56,990",Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
829,HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light ...,"₹49,750","AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty"
830,ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD...,"₹51,500","Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
831,DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"₹35,999","Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
832,Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,18,990",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Warranty
833,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹68,990",AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
834,HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light ...,"₹38,890","AMD Ryzen 3 Dual Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty"
835,Lenovo IdeaPad 3 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82H803HRIN Laptop,"₹67,990","Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office1-year warranty"
836,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,04,990",Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
837,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹82,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection
838,DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,"₹40,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
839,HP 15s Intel Core i3 10th Gen 1005G1 - (4 GB/512 GB SSD/Windows 10 Home) 15s-fr1004tu Thin and Light L...,"₹45,990","Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Support Assistant, HP Recovery Manager, HP Documentation, HP Sure Connect, HP JumpStart, HP Audio Switch, HP ePrint, Dropbox1 Year Onsite Warranty"
840,HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...,"₹64,990",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
841,"DELL 14 Plus Next Gen AI PC Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 ...","₹70,990",Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Hardware Service
842,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,"₹35,490",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite + 1 Year Accidental Damage Protection
843,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹66,990",Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
844,MSI Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H B13M-224IN Thin and...,"₹75,190",Intel Core i9 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
845,Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹99,990",Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
846,Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,990",Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
847,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹59,490",Intel Core i5 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
848,HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU 2 in 1 La...,"₹78,999",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
849,Lenovo IdeaPad 3 Intel Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6/ 15ITL...,"₹36,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included2 Years Warranty
850,Acer Nitro V Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹59,999",Intel Core i5 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)
851,Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,"₹52,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
852,Lenovo IdeaPad Pro 5 Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 Thin and Light...,"₹1,09,990",Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
853,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹86,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
854,Acer One 11 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) Z8-284 Thin and Light La...,"₹21,500",Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD29.46 cm (11.6 Inch) Display1 Year Onsite Warranty
855,DELL 14 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Lapt...,"₹45,990","Intel Core i3 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Accidentaly Damage Protection + Onsite"
856,Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,18,990",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Warranty
857,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹68,990",AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty
858,Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home) V14 Thin and Ligh...,"₹46,750","Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty"
859,ASUS VivoBook 15 Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin...,"₹27,990",Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
860,MSI Prestige 14 AI Evo Intel Core Ultra 7 255H - (32 GB/1 TB SSD/Windows 11 Home) Prestige 14 AI Evo C...,"₹1,09,990",Intel Core Ultra 7 Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20212 Year On-Site Warranty
861,HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (32 GB/512 GB SS...,"₹64,990","Intel Core i5 Processor (13th Gen)32 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Warranty"
862,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,04,990",Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
863,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹82,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection
864,HP 247 G8 AMD Ryzen 3 Dual Core 5300 - (8 GB/512 GB SSD/DOS) 6B5R3PA#ACJ Notebook,"₹35,890",AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMDOS Operating System512 GB SSD35.56 cm (14 inch) DisplayDOS1Year
865,Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,"₹73,490",Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
866,Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,990",Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty
